"instance_id","artist_name","track_name","popularity","acousticness","danceability","duration_ms","energy","instrumentalness","key","liveness","loudness","mode","speechiness","tempo","obtained_date","valence","music_genre"
91293,"Brooks & Dunn","Believe",50,0.767,0.598,339569,0.244,3.38e-05,"A",0.106,-8.003,"Major",0.0374,117.108,"4-Apr",0.225,"Country"
30251,"Slipknot","Vermilion",60,0.00421,0.219,316667,0.989,0.0156,"B",0.375,-2.962,"Minor",0.16,168.069,"3-Apr",0.149,"Rap"
90261,"Yella Beezy","That's On Me (feat. 2 Chainz, T.I., Rich The Kid, Jeezy, Boosie Badazz & Trapboy Freddy) - Remix",53,0.0193,0.827,-1,0.623,0,"E",0.0589,-6.199,"Minor",0.35,120.01,"4-Apr",0.357,"Hip-Hop"
83801,"Hiroyuki Sawano","Xl-Tt",42,0.0426,0.273,397440,0.576,0.91,"D",0.117,-11.07,"Major",0.059,182.018,"4-Apr",0.153,"Anime"
40430,"Canaan Smith","Good Kinda Bad",41,0.000283,0.636,218946,0.904,5.03e-05,"G#",0.0997,-4.634,"Major",0.039,139.968,"4-Apr",0.637,"Country"
88574,"Primal Scream","Movin' on Up",50,0.0846,0.508,230533,0.808,0.000727,"C",0.0719,-12.496,"Minor",0.0403,94.255,"4-Apr",0.209,"Electronic"
29743,"Oliver Tree","Alien Boy - Big Data Remix",44,0.0927,0.865,180000,0.581,0,"C#",0.0898,-6.187,"Major",0.114,136.053,"4-Apr",0.827,"Alternative"
51863,"Upchurch","Legend",45,0.118,0.91,221867,0.769,0,"F",0.104,-8.364,"Minor",0.272,146.991,"4-Apr",0.757,"Country"
23196,"Future","Red Bentley (feat. Young Thug)",64,0.0301,0.903,207867,0.609,1.61e-05,"A#",0.179,-7.555,"Minor",0.237,149.991,"4-Apr",0.268,"Hip-Hop"
38270,"Altima","I'll Believe",28,0.0133,0.608,343133,0.953,0.00133,"F#",0.297,-4.499,"Minor",0.157,141.991,"4-Apr",0.43,"Anime"
24158,"Nanahira","Himitsu no Je t'aime",17,0.0642,0.623,257440,0.906,0.0099099999999999,"A#",0.0446,-3.336,"Minor",0.0619,179.059,"4-Apr",0.962,"Anime"
74411,"Capcom Sound Team","CLASHMAN STAGE",21,0.476,0.636,154027,0.381,0.545,"C",0.153,-7.25,"Major",0.0623,149.412,"4-Apr",0.97,"Anime"
60039,"Lee Brice","Life Off My Years",35,0.00539,0.553,273147,0.722,2.72e-05,"F",0.0973,-7.924,"Major",0.0282,91.034,"4-Apr",0.498,"Country"
25975,"Pete Rock & C.L. Smooth","Straighten It Out",45,0.11,0.77,253413,0.656,0,"A#",0.0793,-11.169,"Minor",0.246,98.82,"4-Apr",0.788,"Jazz"
61523,"Nola Grey","Starlight - Radio Version",49,0.0005769999999999,0.771,178240,0.653,0.509,"D",0.0639,-8.104,"Minor",0.0282,127.97,"4-Apr",0.802,"Jazz"
68236,"Chris Young","She's Got This Thing About Her",50,0.829,0.478,-1,0.355,0.000103,"C",0.171,-9.181,"Major",0.0326,123.988,"4-Apr",0.268,"Country"
67288,"Chris Jeday","Ahora Dice",76,0.249,0.704,271080,0.69,0,"F#",0.123,-5.451,"Major",0.16,144.045,"4-Apr",0.402,"Hip-Hop"
24501,"James Taylor","I Was a Fool to Care",53,0.429,0.559,198933,0.271,0,"C#",0.364,-16.995,"Minor",0.0315,74.801,"4-Apr",0.577,"Rock"
64084,"Itzhak Perlman","Sayuri's Theme and End Credits",32,0.937,0.298,306467,0.228,0.894,"C",0.615,-17.046,"Minor",0.0372,123.3,"3-Apr",0.176,"Classical"
26337,"Capcom Sound Team","CAST ROLL",11,0.201,0.48,120040,0.546,0.0871,"F#",0.155,-8.895,"Major",0.0286,125.01,"4-Apr",0.261,"Anime"
90740,"ARMNHMR","FAREWELL (Corporate Slackrs Remix)",44,0.359,0.467,210000,0.793,0.00417,"C",0.106,-7.316,"Minor",0.0825,127.074,"4-Apr",0.269,"Electronic"
64495,"N.W.A.","Appetite For Destruction",52,0.0348,0.83,188573,0.795,1.08e-06,"G",0.0864,-7.644,"Major",0.181,105.525,"4-Apr",0.402,"Hip-Hop"
90655,"gianni & kyle","fuckboi",68,0.143,0.785,192854,0.528,0,"A",0.0442,-7.744,"Major",0.0551,112.061,"4-Apr",0.256,"Rap"
89174,"TeddyLoid","Inception",13,0.00927,0.562,272453,0.932,0.00197,"A",0.292,-0.909,"Minor",0.142,117.029,"4-Apr",0.245,"Anime"
89193,"Devin Townsend Project","Truth",44,0.000254,0.378,287365,0.919,0.899,"C",0.61,-6.234,"Major",0.0489,93.045,"3-Apr",0.205,"Jazz"
29662,"Ernst Krenek","Trio Fantasie, Op. 63: I. Andante sostenuto",28,0.967,0.201,237720,0.0449,0.303,"G#",0.362,-20.958,"Major",0.0424,82.904,"4-Apr",0.0396,"Classical"
39860,"Underworld","Cowgirl - Remastered",46,0.0116,0.652,509304,0.899,0.942,"G",0.0915,-10.78,"Major",0.0374,126.984,"4-Apr",0.223,"Electronic"
75541,"Nightmares On Wax","Me!",35,0.71,0.742,356600,0.308,0.191,"A",0.108,-9.817,"Major",0.0486,75.004,"4-Apr",0.602,"Electronic"
48380,"Kid Quill","Playlist",58,0.124,0.749,-1,0.701,0,"A",0.0528,-5.782,"Major",0.251,174.013,"4-Apr",0.891,"Rap"
53083,"Francis Poulenc","Improvisations, FP 170: No. 13 in A Minor",2,0.994,0.45,155613,0.0633,0.826,"A",0.0915,-23.993,"Minor",0.0536,107.258,"3-Apr",0.0957,"Classical"
39450,"Falcom Sound Team jdk","A Footprint in the Wet Sand",14,9.71e-05,0.415,140573,0.863,0.938,"A#",0.33,-6.407,"Minor",0.0523,135.029,"4-Apr",0.44,"Anime"
53064,"KILLY","Distance",59,0.645,0.782,-1,0.561,0,"G",0.112,-6.031,"Major",0.0493,92.039,"4-Apr",0.663,"Hip-Hop"
21922,"Murphy Lee","Shake Ya Tailfeather - Radio",64,0.152,0.721,295173,0.726,0,"A#",0.163,-7.062,"Minor",0.272,87.655,"4-Apr",0.885,"Rap"
34028,"SCANDAL","Taiyou Scandalous",22,0.0079099999999999,0.489,305027,0.958,0,"E",0.221,-1.522,"Major",0.0571,159.955,"4-Apr",0.827,"Anime"
70762,"A Tribe Called Quest","Everything Is Fair",45,0.0936,0.78,178333,0.654,0.0243,"F#",0.402,-14.414,"Major",0.0917,90.009,"4-Apr",0.885,"Jazz"
55135,"empty_field","Piano Sonata No. 14 in C Minor, K. 457: 1. Molto allegro",28,0.988,0.421,470000,0.073,0.864,"C",0.138,-24.888,"Minor",0.0374,95.562,"4-Apr",0.383,"Classical"
29968,"Johann Sebastian Bach","St. John Passion, BWV 245, Pt. 1: No. 7, Von den Strikken meiner Sünden",19,0.987,0.337,265292,0.0917,0.00664,"C#",0.0891,-23.543,"Minor",0.0411,79.419,"3-Apr",0.24,"Classical"
40582,"Can't Swim","Your Clothes",43,0.0038399999999999,0.493,138613,0.933,0.00386,"C#",0.267,-3.406,"Minor",0.0826,137.056,"4-Apr",0.382,"Alternative"
21797,"Widespread Panic","Ballad Of John and Yoko (Live from Washington, DC 1/25/2012)",26,0.141,0.452,252933,0.877,0,"G",0.966,-5.127,"Major",0.047,141.348,"4-Apr",0.852,"Blues"
79918,"Excision","Crowd Control",37,0.000923,0.515,288000,0.967,0.83,"D",0.075,-5.06,"Major",0.127,130.045,"4-Apr",0.0922,"Electronic"
49143,"Jimmie Allen","Best Shot - Pop Mix",13,0.328,0.612,195947,0.674,0,"E",0.195,-6.173,"Major",0.0415,156.047,"4-Apr",0.432,"Country"
44261,"Jhene Aiko","Sativa",70,0.315,0.741,276960,0.61,0,"F#",0.534,-7.34,"Minor",0.0512,125.99,"4-Apr",0.72,"Alternative"
85414,"Brad Paisley","Crushin' It",55,0.0385,0.595,-1,0.823,1.35e-06,"D",0.0984,-5.864,"Major",0.0483,108.99,"4-Apr",0.745,"Country"
46331,"A Tribe Called Quest","We The People....",59,0.00909,0.71,172013,0.805,0,"C#",0.141,-5.471,"Major",0.0637,92.601,"4-Apr",0.897,"Jazz"
27735,"Ten Years After","Slow Blues in C - Live in Frankfurt",37,0.388,0.433,494040,0.38,0.116,"F",0.116,-13.754,"Major",0.0296,99.564,"3-Apr",0.506,"Blues"
62577,"Claude Debussy","Images - Book 1, L. 110: 3. Mouvement",29,0.993,0.404,220000,0.0663,0.895,"C",0.11,-21.43,"Minor",0.0428,113.944,"4-Apr",0.0365,"Classical"
86454,"Jason Derulo","Get Ugly",66,0.0462,0.75,200492,0.683,1.32e-06,"A",0.297,-4.829,"Minor",0.12,136.996,"4-Apr",0.539,"Rap"
82236,"Rodrigo Gallardo","A la Muerte - Nicola Cruz Remix",33,0.577,0.816,258667,0.551,0.532,"E",0.107,-11.916,"Minor",0.246,110.023,"4-Apr",0.29,"Electronic"
36972,"Nobuo Uematsu","The Landing",33,0.365,0.357,-1,0.411,0.91,"G",0.229,-13.053,"Major",0.0313,103.992,"3-Apr",0.548,"Anime"
60010,"fripSide","sky -crossroads version-",22,0.0683,0.573,323040,0.987,3.16e-06,"B",0.137,-3.87,"Minor",0.129,136.968,"4-Apr",0.701,"Anime"
89209,"Eminem","Amityville",56,0.0191,0.73,254773,0.923,0,"D",0.3,-3.323,"Minor",0.258,80.06,"4-Apr",0.659,"Rap"
54814,"Yuki Hayashi","化学変化",27,0.179,0.473,164000,0.52,0.828,"D",0.135,-10.961,"Major",0.0292,173.245,"4-Apr",0.376,"Anime"
38007,"Gin Blossoms","Til I Hear It From You",62,0.0812,0.56,230800,0.798,1.54e-06,"A",0.327,-6.672,"Major",0.0316,124.397,"4-Apr",0.675,"Rock"
29595,"The Dramatics","Whatcha See Is Whatcha Get",58,0.239,0.64,214973,0.742,0,"F#",0.304,-8.336,"Major",0.124,152.934,"4-Apr",0.861,"Jazz"
59692,"B.B. King","Chains And Things - Single Version",48,0.579,0.537,293733,0.23,0.203,"E",0.12,-15.371,"Minor",0.0351,79.849,"4-Apr",0.371,"Jazz"
82827,"The Raconteurs","Sunday Driver",56,0.0185,0.5,219721,0.675,0.0152,"A",0.201,-9.166,"Major",0.043,122.813,"4-Apr",0.614,"Alternative"
42989,"Kings of Leon","Waste A Moment",68,0.0008609999999999,0.436,183093,0.85,0.74,"D",0.128,-4.86,"Major",0.0617,152.644,"4-Apr",0.537,"Rock"
39168,"Frakkur","SFTLB2",32,0.322,0.588,-1,0.533,0.756,"B",0.207,-11.695,"Minor",0.0431,159.989,"4-Apr",0.155,"Electronic"
61068,"Beck","Morning",56,0.473,0.552,319787,0.359,0.0545,"E",0.126,-9.883,"Major",0.0254,113.581,"4-Apr",0.268,"Rock"
36324,"Donna Taggart","Jealous of the Angels",51,0.953,0.589,249733,0.129,0,"C",0.107,-8.413,"Major",0.0384,125.066,"4-Apr",0.427,"Country"
37032,"New York Philharmonic","Introduction and Rondo capriccioso, Op. 28",33,0.864,0.321,540467,0.219,0.885,"A",0.128,-19.901,"Minor",0.0411,128.184,"4-Apr",0.34,"Classical"
50174,"Luke Bryan","Spring Breakdown",48,0.188,0.524,228320,0.88,3.25e-06,"C#",0.13,-3.786,"Major",0.0373,104.011,"3-Apr",0.578,"Country"
82924,"empty_field","Teen Town",42,0.427,0.542,172333,0.675,0.796,"B",0.116,-13.456,"Minor",0.0331,94.379,"4-Apr",0.597,"Jazz"
66454,"Hieroglyphics","You Never Knew",56,0.385,0.73,273573,0.837,0,"F#",0.321,-5.359,"Minor",0.281,92.127,"4-Apr",0.867,"Alternative"
74750,"Cage The Elephant","Right Before My Eyes - Unpeeled",48,0.829,0.495,280213,0.185,0,"D",0.113,-10.275,"Major",0.0305,123.974,"4-Apr",0.272,"Blues"
63123,"Brillz","Smashi Tup",23,0.0161,0.713,192000,0.803,0.183,"D",0.104,-6.427,"Major",0.0524,104.974,"4-Apr",0.385,"Electronic"
83128,"Everything But The Girl","Low Tide of the Night - 2015 Remaster",23,0.0498,0.708,285427,0.447,1.41e-05,"G",0.273,-10.714,"Minor",0.052,102.035,"4-Apr",0.626,"Electronic"
26794,"Dolly Parton","Jolene - Dumplin' Remix",56,0.0484,0.712,-1,0.861,0.000694,"C#",0.0776,-6.779,"Minor",0.0428,126.058,"4-Apr",0.767,"Country"
86563,"Caravan Palace","Lay Down",41,0.0625,0.764,188900,0.855,0.77,"G#",0.132,-6.003,"Minor",0.0438,94.026,"4-Apr",0.695,"Jazz"
34589,"Mac Dre","Fellin' Myself",54,0.0502,0.836,224813,0.575,5.45e-05,"C",0.231,-6.483,"Minor",0.0585,99.985,"4-Apr",0.656,"Rap"
59031,"half•alive","The Fall",61,0.0245,0.659,186867,0.736,0.000251,"C",0.0771,-6.133,"Major",0.0522,82.994,"4-Apr",0.539,"Rock"
31553,"Kellie Pickler","Best Days of Your Life",53,0.0235,0.649,226800,0.862,0,"A",0.0737,-5.12,"Major",0.0568,127.939,"4-Apr",0.538,"Country"
50896,"The Beloved","The Sun Rising",43,0.0044399999999999,0.54,-1,0.71,0.893,"F#",0.107,-8.996,"Minor",0.0329,120.097,"4-Apr",0.481,"Electronic"
68687,"El Gran Combo De Puerto Rico","Ojos Chinos",54,0.66,0.772,261333,0.645,1.45e-05,"F",0.142,-8.32,"Minor",0.0465,93.876,"4-Apr",0.968,"Jazz"
69457,"Ludwig van Beethoven","Diabelli Variations, Op. 120: Variation 25. Allegro",24,0.989,0.549,46667,0.13,0.775,"C",0.12,-27.402,"Major",0.0277,83.409,"3-Apr",0.922,"Classical"
68958,"empty_field","T'es Ok, T'es Bath, T'es in",41,0.256,0.795,202400,0.853,4.61e-06,"C",0.0803,-5.75,"Minor",0.0765,124.699,"4-Apr",0.898,"Electronic"
42399,"Blue Öyster Cult","O.D.'d On Life Itself",38,0.0887,0.573,286787,0.752,0.0213,"A",0.263,-8.32,"Major",0.0294,134.118,"4-Apr",0.697,"Blues"
79749,"Austin Wintory","Walls No Man Has Seen",17,0.971,0.137,115593,0.188,0.931,"G#",0.118,-16.205,"Minor",0.0371,69.102,"3-Apr",0.0394,"Anime"
67444,"Danielle Nicole","Save Me",39,0.0253,0.589,275800,0.679,0.00584,"F",0.167,-5.628,"Minor",0.0336,140.044,"4-Apr",0.716,"Blues"
89651,"Smash Mouth","I'm A Believer - Soundtrack Version",48,0.0167,0.515,185760,0.98,0,"F#",0.258,-2.41,"Major",0.0701,164.698,"4-Apr",0.933,"Alternative"
70191,"HUNNY","Vowels (and the Importance of Being Me)",66,0.00154,0.484,184436,0.875,9.64e-05,"E",0.169,-5.237,"Major",0.0541,150.021,"4-Apr",0.724,"Rock"
48573,"Hello Sleepwalkers","Sleep Tight",23,0.0105,0.409,249880,0.942,0,"D",0.196,-4.619,"Major",0.0865,134.076,"4-Apr",0.599,"Anime"
28290,"Gov't Mule","Sad And Deep As You",21,0.188,0.35,837160,0.319,0.767,"E",0.959,-9.307,"Minor",0.0299,112.871,"4-Apr",0.0685,"Blues"
75908,"Johnny Pacheco","La Esencia del Guaguancó",40,0.702,0.674,246693,0.528,1.63e-05,"D",0.0799,-6.939,"Minor",0.045,88.105,"4-Apr",0.955,"Jazz"
34452,"Eminem","Kim",58,0.0203,0.549,377893,0.919,0,"E",0.456,-2.956,"Minor",0.448,142.728,"4-Apr",0.0956,"Rap"
47539,"Five Finger Death Punch","Watch You Bleed",49,9.78e-06,0.495,223291,0.995,0.000472,"D#",0.429,-4.946,"Major",0.145,130.007,"4-Apr",0.219,"Alternative"
41257,"Henry Fong","Encore - Radio Edit",42,0.0002319999999999,0.599,208125,0.972,0.255,"F",0.166,-4.67,"Minor",0.103,127.994,"4-Apr",0.125,"Electronic"
77848,"Alysha Brilla","Rescue",34,0.508,0.627,265200,0.518,0,"A#",0.11,-5.697,"Major",0.048,108.09,"4-Apr",0.895,"Blues"
26858,"Ludwig van Beethoven","Violin Sonata No. 7 in C Minor, Op. 30 No. 2: II. Adagio cantabile",15,0.918,0.266,566160,0.0697,0.1,"G#",0.12,-25.182,"Major",0.0371,100.724,"4-Apr",0.172,"Classical"
91015,"Walter Trout","Please Love Me",36,0.195,0.362,227040,0.862,0.00852,"G",0.164,-5.013,"Major",0.0779,121.895,"4-Apr",0.633,"Blues"
78144,"いとうかなこ","スターダスト",15,0.0246,0.355,320027,0.839,0.0257,"D",0.064,-3.724,"Minor",0.0404,158.517,"4-Apr",0.241,"Anime"
83051,"A Tribe Called Quest","Buggin' Out",58,0.114,0.887,217467,0.419,0.268,"A#",0.129,-10.961,"Minor",0.353,96.149,"4-Apr",0.576,"Jazz"
36898,"Gaullin","I Can See",49,0.0629,0.623,215274,0.581,1.16e-05,"G#",0.109,-8.102,"Major",0.0504,124.978,"4-Apr",0.173,"Electronic"
79879,"Gary Moore","As The Years Go Passing By",34,0.356,0.402,464040,0.0982,0.194,"F",0.358,-19.814,"Minor",0.0401,141.54,"3-Apr",0.191,"Blues"
42919,"Garbage","#1 Crush",47,0.000294,0.634,285107,0.63,0.00103,"D",0.349,-7.112,"Minor",0.0234,94.195,"4-Apr",0.424,"Alternative"
58786,"Chris Lane","Without You (feat. Danielle Bradbery)",40,0.154,0.537,194573,0.833,0,"C",0.0885,-4.103,"Major",0.0399,79.955,"4-Apr",0.621,"Country"
68442,"The Paul Butterfield Blues Band","East-West",27,0.123,0.321,791800,0.529,0.00166,"G",0.202,-10.672,"Major",0.0377,151.851,"4-Apr",0.604,"Blues"
84042,"Morphine","The Saddest Song",35,0.381,0.457,173133,0.444,0.144,"B",0.142,-17.189,"Minor",0.0491,173.333,"4-Apr",0.636,"Blues"
22624,"REASON","Better Dayz",49,0.352,0.609,-1,0.637,0,"G",0.659,-8.267,"Major",0.505,118.931,"5-Apr",0.798,"Hip-Hop"
87652,"LOCASH","Feels Like a Party",51,0.0554,0.553,168416,0.879,0,"E",0.809,-4.991,"Major",0.0724,168.171,"4-Apr",0.755,"Country"
31530,"Eric Clapton","Before You Accuse Me",44,0.132,0.692,237120,0.836,0.00105,"E",0.425,-6.643,"Major",0.034,106.604,"4-Apr",0.674,"Blues"
46120,"Noname","Don't Forget About Me",57,0.43,0.736,219028,0.468,0.13,"C#",0.0885,-6.116,"Major",0.236,75.599,"4-Apr",0.678,"Rap"
55970,"Max Bruch","Violin Concerto No.1 in G minor, Op.26: 1. Vorspiel (Allegro moderato)",40,0.873,0.259,473893,0.0963,0.559,"C",0.0861,-21.402,"Minor",0.0431,116.286,"4-Apr",0.0499,"Classical"
82052,"Antonio Vivaldi","Laudate pueri in G Major, RV 601 ""Salmo 112"": III. A solis ortu (Andante)",43,0.874,0.321,210867,0.0513,0.00518,"G#",0.112,-22.478,"Major",0.0448,127.73,"4-Apr",0.071,"Classical"
57171,"Jack White","On And On And On",28,0.381,0.411,235853,0.35,0.789,"D",0.104,-14.944,"Major",0.037,125.848,"4-Apr",0.283,"Blues"
71467,"J.J. Cale","Missing Person",29,0.396,0.686,266693,0.621,0.00439,"A",0.138,-8.022,"Major",0.04,145.365,"4-Apr",0.89,"Blues"
62946,"Es-K","What It Used To Be",54,0.153,0.824,-1,0.158,0.889,"A#",0.112,-7.686,"Minor",0.495,183.936,"4-Apr",0.817,"Jazz"
91241,"Panic! At The Disco","Folkin' Around",49,0.182,0.569,115467,0.721,0,"G",0.104,-6.623,"Major",0.0453,108.198,"4-Apr",0.751,"Rock"
55809,"Brennan Savage","Bulletproof",63,0.0152,0.58,128109,0.867,0.182,"B",0.14,-4.031,"Minor",0.165,79.975,"4-Apr",0.482,"Rap"
31624,"Kings and Comrades","Ease Your Mind",54,0.088,0.713,273060,0.697,0.0001139999999999,"D#",0.116,-5.973,"Minor",0.039,141.981,"4-Apr",0.828,"Rock"
55978,"Kayzo","WASTED SPACE",49,0.000109,0.486,222912,0.87,1.89e-06,"G",0.127,-3.486,"Major",0.0482,140.019,"4-Apr",0.248,"Electronic"
88233,"Avenged Sevenfold","Strength of the World",45,0.000999,0.338,554840,0.812,0.000139,"C",0.11,-4.816,"Major",0.0346,160.03,"4-Apr",0.317,"Alternative"
22636,"Yung Gravy","Gold (feat. Mia Gladstone)",52,0.087,0.837,227991,0.553,0,"A#",0.123,-9,"Minor",0.267,135.027,"4-Apr",0.298,"Rap"
23815,"BUMP OF CHICKEN","リトルブレイバー",37,0.000744,0.416,313107,0.807,0.286,"F#",0.129,-5.587,"Major",0.0371,128.11,"4-Apr",0.231,"Anime"
72783,"Sara Bareilles","I Choose You",65,0.105,0.731,218573,0.572,0.0001199999999999,"F#",0.133,-7.889,"Minor",0.0445,154.038,"4-Apr",0.947,"Rock"
74919,"Stevie Ray Vaughan","Letter to My Girlfriend - Live at Carnegie Hall, New York, NY - October 1984",33,0.4,0.433,188533,0.899,6.14e-05,"C#",0.979,-6.227,"Major",0.0641,122.709,"4-Apr",0.797,"Blues"
35314,"BluntOne","Recogneyes",35,0.782,0.607,100043,0.354,0.855,"B",0.115,-8.413,"Minor",0.106,78.832,"4-Apr",0.831,"Jazz"
77431,"MC Eiht","Straight Up Menace",55,0.00138,0.756,274307,0.53,0.00701,"G",0.323,-9.639,"Major",0.142,120.016,"4-Apr",0.524,"Rap"
77782,"Don Williams","Lord, I Hope This Day Is Good - Single Version",51,0.281,0.534,249907,0.382,0.00114,"D",0.0959,-17.925,"Major",0.0295,173.786,"4-Apr",0.692,"Country"
64750,"Beret","Vuelve",69,0.586,0.705,148677,0.427,0,"B",0.135,-11.305,"Major",0.103,119.999,"4-Apr",0.444,"Hip-Hop"
40374,"UNKLE","Cowboys or Indians",28,0.0273,0.656,359918,0.518,0.306,"F#",0.137,-10.806,"Minor",0.0366,113.121,"4-Apr",0.0477,"Electronic"
27028,"Logan Mize","All Time",38,0.000895,0.571,196330,0.81,2.12e-05,"C",0.0886,-3.923,"Major",0.0321,139.936,"4-Apr",0.464,"Country"
23090,"Kiefer","Dope Nerd",44,0.462,0.562,130000,0.622,0.584,"C",0.529,-9.371,"Major",0.0609,149.794,"4-Apr",0.424,"Jazz"
78881,"L'Arc-en-Ciel","Forbidden Lover - 25th L'Anniversary Live",25,1e-05,0.331,386733,0.848,0.00442,"F#",0.742,-6.14,"Minor",0.049,106.017,"4-Apr",0.269,"Anime"
40253,"Randy Rogers Band","Meet Me Tonight",40,0.0106,0.617,194027,0.623,0.00251,"G",0.0959,-6.217,"Major",0.0224,102.608,"4-Apr",0.334,"Country"
34230,"Future","F*ck Up Some Commas",71,0.0698,0.874,237400,0.568,1.38e-05,"B",0.149,-5.896,"Minor",0.224,139.995,"4-Apr",0.46,"Rap"
73312,"Robert Plant","Little by Little - 2006 Remaster",32,0.0178,0.639,284387,0.589,0.00216,"C",0.263,-8.099,"Major",0.0337,103.591,"4-Apr",0.578,"Blues"
31704,"oofoe","cosmos",3,0.72,0.777,105953,0.0513,0.922,"B",0.108,-15.671,"Minor",0.169,80.147,"3-Apr",0.548,"Jazz"
86915,"SG Lewis","Warm",47,0.513,0.441,286206,0.476,0.382,"B",0.104,-13.951,"Minor",0.122,96.919,"4-Apr",0.16,"Alternative"
91285,"Chris Young","A.M.",40,0.0859,0.589,174000,0.905,0,"G",0.111,-3.655,"Major",0.0365,90.082,"4-Apr",0.706,"Country"
90770,"DragonForce","Curse of Darkness",34,6.44e-05,0.448,335093,0.977,2.69e-06,"B",0.0722,-3.888,"Minor",0.11,132.009,"4-Apr",0.233,"Classical"
64013,"Kobasolo","100万回の「I love you」 feat.有華",29,0.338,0.657,240800,0.839,2.97e-06,"C#",0.0917,-2.067,"Major",0.0301,109.992,"4-Apr",0.596,"Anime"
76882,"empty_field","Fire Ship",14,0.0294,0.542,100507,0.438,0.681,"A#",0.177,-12.963,"Major",0.0362,101.789,"5-Apr",0.304,"Anime"
85121,"Two Door Cinema Club","Nice to See You",48,0.0338,0.702,373309,0.723,0.00176,"C#",0.0923,-6.023,"Major",0.0393,98.128,"4-Apr",0.846,"Alternative"
43196,"Aaron Goldberg","When You Are Near",63,0.952,0.409,502620,0.0777,0.866,"A",0.0979,-23.493,"Minor",0.0408,106.333,"4-Apr",0.088,"Jazz"
33632,"Sergei Rachmaninoff","Piano Concerto No. 3 in D Minor, Op. 30: 1. Allegro ma non tanto - Live",27,0.985,0.17,950280,0.054,0.919,"A#",0.0946,-26.959,"Major",0.0401,73.884,"4-Apr",0.0508,"Classical"
21948,"Theodis Ealey","Pop That Middle",25,0.00909,0.802,258987,0.584,0.0075599999999999,"C#",0.17,-6.7,"Minor",0.0539,137.729,"4-Apr",0.66,"Blues"
29700,"Wolfgang Amadeus Mozart","Piano Sonata No. 8 in A Minor, K. 310/300d: I. Allegro maestoso",0,0.989,0.311,350787,0.191,0.933,"A",0.121,-21.363,"Minor",0.0348,128.184,"4-Apr",0.336,"Classical"
32252,"empty_field","Gumball Machine Weekend",41,4.77e-05,0.577,239533,0.833,0.263,"G#",0.154,-7.157,"Major",0.0274,117.968,"4-Apr",0.65,"Electronic"
79733,"Pell","Got It Like That - Eleven:11 Remix",50,0.147,0.657,262280,0.642,0,"C#",0.0775,-7.616,"Major",0.136,124.962,"4-Apr",0.179,"Hip-Hop"
52291,"TroyBoi","Spooky",45,0.377,0.681,217500,0.714,4.34e-06,"C",0.0366,-3.86,"Major",0.637,80.041,"4-Apr",0.797,"Electronic"
56938,"Big Smo","Workin' (feat. Alexander King)",54,0.0105,0.7,214467,0.647,0,"D",0.251,-6.497,"Major",0.0483,86.013,"4-Apr",0.242,"Country"
54154,"The J. Geils Band","Freeze-Frame",52,0.151,0.573,237507,0.806,0.0116,"C",0.405,-10.978,"Major",0.0356,186.328,"4-Apr",0.934,"Country"
86551,"George Benson","Nature Boy - 2015 GH Version",42,0.272,0.694,260667,0.628,0.0605,"F",0.159,-13.651,"Minor",0.0348,91.83,"4-Apr",0.881,"Jazz"
43695,"Heartless Bastards","Came a Long Way",24,0.467,0.374,353000,0.411,0.0124,"B",0.138,-7.638,"Major",0.0272,147.039,"3-Apr",0.145,"Blues"
66699,"MAN WITH A MISSION","Feel and Think",24,5.56e-05,0.419,241000,0.964,0,"D",0.0982,-3.098,"Major",0.124,189.903,"4-Apr",0.669,"Anime"
51378,"Fall Out Boy","Grand Theft Autumn / Where Is Your Boy",62,0.0007059999999999,0.628,191373,0.886,0,"D",0.275,-3.805,"Major",0.0608,135.45,"4-Apr",0.72,"Rock"
72703,"Boston","Peace of Mind",69,0.000989,0.421,303587,0.677,9.65e-05,"E",0.211,-6.183,"Major",0.0343,149.186,"4-Apr",0.683,"Rock"
50296,"The Weeknd","Six Feet Under",70,0.129,0.772,237573,0.504,0,"F#",0.125,-8.219,"Minor",0.0761,140.035,"4-Apr",0.244,"Rap"
87925,"Ronny J","Banded Up (feat. XXXTENTACION)",71,0.0521,0.698,239814,0.731,0,"G",0.122,-3.46,"Major",0.15,100.033,"4-Apr",0.312,"Hip-Hop"
21403,"Do As Infinity","陽のあたる坂道",27,0.865,0.385,280267,0.225,2.27e-05,"D#",0.157,-13.015,"Major",0.036,82.151,"4-Apr",0.148,"Anime"
29431,"QUIX","Giving Up (feat. Jaden Michaels)",63,0.0447,0.484,249987,0.806,4.48e-05,"A#",0.333,-6.095,"Minor",0.127,145.127,"4-Apr",0.417,"Electronic"
69424,"Diana Krall","A Case Of You",46,0.956,0.365,296173,0.124,0.000992,"F",0.111,-15.792,"Major",0.0365,75.277,"4-Apr",0.286,"Jazz"
54083,"Franz Schubert","4 Impromptus, Op.90, D.899 : No.3 in G flat: Andante",27,0.994,0.188,382867,0.00887,0.934,"F#",0.0697,-28.622,"Major",0.0399,86.255,"3-Apr",0.0396,"Classical"
76122,"Neha Kakkar","Chamma Chamma (From ""Fraud Saiyaan"")",52,0.0195,0.723,196301,0.94,0.000517,"G",0.0932,-1.883,"Major",0.0728,100.033,"4-Apr",0.407,"Hip-Hop"
